Nlihc_id,Status,Subsidized,Cat_Expiring,Cat_Failing_Insp,Proj_Name,Proj_Addre,Proj_City,Proj_ST,Proj_Zip,Proj_Units_Tot,Proj_Units_Assist_Min,Proj_Units_Assist_Max,Hud_Own_Effect_dt,Hud_Own_Name,Hud_Own_Type,Hud_Mgr_Name,Hud_Mgr_Type,Subsidy_Start_First,Subsidy_Start_Last,Subsidy_End_First,Subsidy_End_Last,Ward2012,PBCA,Anc2012,Psa2012,Geo2010,Cluster_tr2000,Cluster_tr2000_name,Zip,Proj_image_url,Proj_streetview_url,Proj_address_id,Proj_x,Proj_y,Proj_lat,Proj_lon,Bldg_count,Update_Dtm,Subsidy_info_source_property,contract_number,Nlihc_id,Category_Code,Cat_At_Risk,Cat_More_Info,Cat_Lost,Cat_Replaced
NL000361,Active,Yes,No,No,Crestwood Cooperative,1630 Irving Street NW,Washington,DC,20010,22,22,22,,"Crestwood Cooperative, Inc.",,,Individual,,,,,Ward 1,No,ANC 1D,PSA 408,Tract 27.02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040921/DL113830.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92848101,-77.03776714&cbp=11,177.520750145103,,0,2.09",236397,396725.24,140067.57,38.92848101,-77.03776714,1,03SEP15:17:34:41,,,NL000361,5 - Other Subsidized Property,No,No,No,No
NL000362,Active,Yes,No,No,1327 Kenyon St Cooperative,1327 Kenyon Street NW,Washington,DC,20010,12,12,12,,New Columbia Land Trust,,,Individual,05/09/2005,05/09/2005,05/09/2010,05/09/2010,Ward 1,No,ANC 1A,PSA 302,Tract 30,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040830/DU115221.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93002898,-77.03076729&cbp=11,1.06940742436825,,0,2.09",231067,397332.25,140239.18,38.93002898,-77.03076729,1,03SEP15:17:34:41,,,NL000362,5 - Other Subsidized Property,No,No,No,No
NL000364,Active,Yes,No,No,Bates Street Townhomes Cooperative,202 Q Street NW; 230 Bates Street NW; 24 Bates Street NW; others,Washington,DC,20001,5,5,5,,,Individual,,Individual,,,,,Ward 5,No,ANC 5E,PSA 501,Tract 46,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040628/MS125807.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91023096,-77.01088579&cbp=11,176.672720212523,,0,2.09",237803,398931.2375,138059.15,38.910393943,-77.0123227,4,03SEP15:17:34:41,,,NL000364,5 - Other Subsidized Property,No,No,No,No
NL000365,Active,Yes,No,No,Brightwood Manor,939 Longfellow Street NW,Washington,DC,20011,39,39,39,,Brightwood Manor Tenant Assoc.,,,Individual,,,,,Ward 4,No,ANC 4B,PSA 403,Tract 21.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040715/MF082054.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95760242,-77.02720452&cbp=11,7.84825523645427,,0,2.09",254437,397642.08,143299.98,38.95760242,-77.02720452,1,03SEP15:17:34:41,,,NL000365,5 - Other Subsidized Property,No,No,No,No
NL000367,Active,Yes,Yes,No,Quest Cooperative,1428 Euclid Street NW,Washington,DC,20009,26,26,26,,1428 Euclid Street NW Tenants Association,,,Individual,03/01/2004,03/01/2004,03/01/2024,03/01/2024,Ward 1,No,ANC 1B,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC115954.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92327558,-77.03353585&cbp=11,171.072454250542,,0,2.09",234234,397091.92,139489.58,38.92327558,-77.03353585,1,03SEP15:17:34:41,,,NL000367,5 - Other Subsidized Property,No,No,No,No
NL000368,Active,Yes,Yes,No,1429 Girard St,1429 Girard Street NW,Washington,DC,20009,19,19,19,,Development Corp. of Columbia  Hgts.,,,Individual,12/01/2000,12/01/2000,12/01/2020,12/01/2020,Ward 1,No,ANC 1A,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC123124.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92560606,-77.03376679&cbp=11,4.77436301134156E-02,,0,2.09",234309,397071.99,139748.29,38.92560606,-77.03376679,1,03SEP15:17:34:41,,,NL000368,5 - Other Subsidized Property,No,No,No,No
NL000369,Active,Yes,Yes,No,Friendly Neighbors Cooperative,3128 Sherman Avenue NW,Washington,DC,20010,13,13,13,,3128 Sherman Avenue Tenants Association,,,Individual,03/01/2004,03/01/2004,03/01/2044,03/01/2044,Ward 1,No,ANC 1A,PSA 302,Tract 31,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040901/D1090904.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92949571,-77.02663941&cbp=11,266.217595617248,,0,2.09",231312,397690.15,140179.87,38.92949571,-77.02663941,1,03SEP15:17:34:41,,,NL000369,5 - Other Subsidized Property,No,No,No,No
NL000370,Active,Yes,Yes,No,A Street Manor Cooperative,4920 A Street SE,Washington,DC,20019,15,15,16,,A Street Manor Co-op,,,Individual,01/01/2004,11/01/2006,01/01/2024,11/01/2046,Ward 7,No,ANC 7E,PSA 604,Tract 99.04,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20041004/Q4114148.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88835481,-76.93142962&cbp=11,16.023343157014,,0,2.09",288325,405949.03,135614.79,38.88835481,-76.93142962,1,03SEP15:17:34:41,,,NL000370,5 - Other Subsidized Property,No,No,No,No
NL000371,Inactive,No,No,No,Fairmont Square Apts,1225 Fairmont Street NW,Washington,DC,20009,9,9,9,,Dev. Corp. of Columbia Heights,,,Individual,,,,,Ward 1,No,ANC 1B,PSA 304,Tract 36,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040831/DV122153.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92501651,-77.02886185&cbp=11,7.5643385500305,,0,2.09",231842,397497.29,139682.7,38.92501651,-77.02886185,1,03SEP15:17:34:41,,,NL000371,6 - Lost Rental,No,No,Yes,No
NL000372,Active,Yes,No,No,God Is In Control at 1256 Cooperative,1256 Owen Place NE,Washington,DC,20002,4,4,4,,God is in Control at 1256 Cooperative,,,Individual,,,,,Ward 5,No,ANC 5D,PSA 506,Tract 88.02,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20040804/D4130323.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90541126,-76.98607289&cbp=11,19.1367693482134,,0,2.09",69542,401208,137506.05,38.90541126,-76.98607289,1,03SEP15:17:34:41,,,NL000372,5 - Other Subsidized Property,No,No,No,No
NL000373,Active,Yes,Yes,No,Las Marias Cooperative,1458 Columbia Road NW,Washington,DC,20009,59,50,59,,"Las Marias Co-op, Inc.",,,Individual,08/01/2005,07/01/2007,08/01/2025,07/01/2047,Ward 1,No,ANC 1A,PSA 302,Tract 28.02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC125053.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92715669,-77.03428741&cbp=11,175.659902981844,,0,2.09",284042,397026.91,139920.44,38.92715669,-77.03428741,1,03SEP15:17:34:41,,,NL000373,5 - Other Subsidized Property,No,No,No,No
NL000374,Active,Yes,Yes,No,New Beginnings Cooperative,2922 Sherman Avenue NW,Washington,DC,20001,13,13,13,,New Beginnings Cooperative,,,Individual,11/01/2007,11/01/2007,11/01/2047,11/01/2047,Ward 1,No,ANC 1A,PSA 302,Tract 31,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040901/D1085916.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92752772,-77.02639418&cbp=11,251.148396032234,,0,2.09",231487,397711.35,139961.4,38.92752772,-77.02639418,1,03SEP15:17:34:41,,,NL000374,5 - Other Subsidized Property,No,No,No,No
NL000375,Active,Yes,No,No,Capitol Gateway Townhomes,5901 East Capitol Street SE,Washington,DC,20019,51,51,51,,,Individual,,Individual,,,,,Ward 7,No,ANC 7E,PSA 604,Tract 99.03,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8894198,-76.9158902&cbp=11,179.541259283022,,0,2.09",302595,407297.09,135734.14,38.8894198,-76.9158902,1,03SEP15:17:34:41,,,NL000375,5 - Other Subsidized Property,No,No,No,No
NL000376,Active,No,No,No,Townhomes On Capitol Hill,750 6th Street SE,Washington,DC,20003,134,,,,,Individual,,Individual,,,,,Ward 6,No,ANC 6B,PSA 106,Tract 70,Cluster 26,"Capitol Hill, Lincoln Park",ZIP 20003,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88001631,-76.99825858&cbp=11,166.230054868681,,0,2.09",297663,400151.1,134686.92,38.88001631,-76.99825858,1,03SEP15:17:34:41,,,NL000376,5 - Other Subsidized Property,No,No,No,No
NL000378,Active,Yes,No,No,El Presidente Apts (Cooperative),4715 Texas Avenue SE,Washington,DC,20019,24,27,27,,El Presidente Tenants Association,,,Individual,,,,,Ward 7,No,ANC 7E,PSA 604,Tract 99.06,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20041007/Q7111716.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88776604,-76.93980018&cbp=11,357.599749106243,,0,2.09",150833,405222.86,135548.92,38.88776604,-76.93980018,1,03SEP15:17:34:41,,,NL000378,5 - Other Subsidized Property,No,No,No,No
NL000379,Active,Yes,No,No,526 Kenyon St NW,526 Kenyon Street NW,Washington,DC,20010,13,13,13,,526 Kenyon Street Tenants Association,,,Individual,,,,,Ward 1,No,ANC 1A,PSA 302,Tract 32,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040912/DC134237.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92987421,-77.02100256&cbp=11,160.116230723399,,0,2.09",229278,398178.92,140221.76,38.92987421,-77.02100256,1,03SEP15:17:34:41,,,NL000379,5 - Other Subsidized Property,No,No,No,No
NL000380,Active,No,No,No,1314 K St SE,1314 K Street SE,Washington,DC,20003,12,,,,,Individual,,Individual,,,,,Ward 6,No,ANC 6B,PSA 106,Tract 71,Cluster 26,"Capitol Hill, Lincoln Park",ZIP 20003,http://citizenatlas.dc.gov/mobilevideo/20040902/M2100445.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87860486,-76.98758475&cbp=11,5.91203381023721,,0,2.09",68283,401077.27,134530.31,38.87860486,-76.98758475,1,03SEP15:17:34:41,,,NL000380,5 - Other Subsidized Property,No,No,No,No
NL000381,Active,Yes,No,No,Hyacinth's Place,1058 Bladensburg Road NE,Washington,DC,20002,15,15,15,,Mission First Dev.,,,Individual,,,,,Ward 5,No,ANC 5D,PSA 506,Tract 88.02,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",ZIP 20002,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90394076,-76.98110932&cbp=11,295.912529778755,,0,2.09",302476,401638.56,137342.89,38.90394076,-76.98110932,1,03SEP15:17:34:41,,,NL000381,5 - Other Subsidized Property,No,No,No,No
NL000382,Inactive,Yes,Yes,No,Rhode Island Metro Station,919 Rhode Island Avenue NE,Washington,DC,20018,270,270,270,,Mid-City Urban / A&r Development Co.,,,Individual,02/01/2013,02/01/2013,01/01/2053,01/01/2053,Ward 5,No,ANC 5C,PSA 505,Tract 91.02,Cluster 22,"Brookland, Brentwood, Langdon",ZIP 20018,,,294859,400340.6,139177.72,38.92047099,-76.99607237,1,03FEB16:13:42:56,0000019018,,NL000382,6 - Lost Rental,No,No,Yes,No
NL000383,Active,Yes,Yes,No,Longfellow Arms,506 Longfellow Street NW,Washington,DC,20011,30,30,30,,"Longfellow NWDC, Limited Partnership",,,Individual,01/01/2009,01/01/2009,01/01/2039,01/01/2039,Ward 4,No,ANC 4D,PSA 403,Tract 21.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040718/MI112447.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95722271,-77.02066657&cbp=11,170.367330355832,,0,2.09",246737,398208.74,143257.68,38.95722271,-77.02066657,1,03SEP15:17:34:41,,,NL000383,5 - Other Subsidized Property,No,No,No,No
NL000384,Active,Yes,No,No,St. Martin's Apts,650 T Street NE,Washington,DC,20018,178,178,178,,"St. Martin's Apts, LP",,,Individual,,,,,Ward 5,No,ANC 5C,PSA 505,Tract 91.02,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20018,http://citizenatlas.dc.gov/mobilevideo/20040812/QC110635.jpg,,288830,400387.15,138842.79,38.91745381,-76.99553577,1,03SEP15:17:34:41,,,NL000384,5 - Other Subsidized Property,No,No,No,No
NL000385,Active,Yes,Yes,No,Georgia Commons,3910 Georgia Avenue NW,Washington,DC,20011,130,130,130,,Jair Lynch Companies & Associates,,,Individual,04/01/2011,04/01/2011,03/01/2051,03/01/2051,Ward 4,No,ANC 4C,PSA 404,Tract 25.02,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040818/DI080213.jpg,,224826,397812.64,141253.15,38.93916445,-77.02523016,1,01MAR16:15:34:26,0000018030,,NL000385,5 - Other Subsidized Property,No,No,No,No
NL000386,Active,Yes,Yes,No,The Yards (Building M/160),301 Tingey Street SE,Washington,DC,20003,174,170,174,,Forest City,,,Individual,09/18/2001,12/01/2011,09/18/2041,11/01/2051,Ward 6,No,ANC 6D,PSA 106,Tract 72,Cluster 27,"Near Southeast, Navy Yard",ZIP 20003,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87521601,-77.00131698&cbp=11,358.420534871167,,0,2.09",307282,399862.7,134096.76,38.87469992,-77.00158226,1,01MAR16:15:34:26,0000019780,,NL000386,5 - Other Subsidized Property,No,No,No,No
NL000387,Active,Yes,No,No,Capital Quarter Phase I (Public Housing),400 L Street SE,Washington,DC,20003,39,39,39,,Capper Carrollsburg Venture,,Edgewood,Profit motivated,,,,,Ward 6,No,ANC 6D,PSA 106,Tract 72,Cluster 27,"Near Southeast, Navy Yard",ZIP 20003,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87770909,-77.00039218&cbp=11,90.7405156914219,,0,2.09",28332,399965.97,134430.8,38.87770909,-77.00039218,1,03SEP15:17:34:41,,,NL000387,5 - Other Subsidized Property,No,No,No,No
NL000388,Active,Yes,No,No,Henson Ridge - UFAS,1556 Alabama Avenue SE,Washington,DC,20032,68,22,92,,Dcha / Dche,,,Individual,,,,,Ward 8,No,ANC 8E,PSA 704,Tract 74.04,Cluster 38,"Douglas, Shipley Terrace",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8470232,-76.98063537&cbp=11,336.839853121451,,0,2.09",300911,401681.01,131024.62,38.8470232,-76.98063537,1,03SEP15:17:34:41,,,NL000388,5 - Other Subsidized Property,No,No,No,No
NL000389,Active,Yes,No,No,People's Cooperative,2436 Elvans Road SE,Washington,DC,20020,,46,46,,,Individual,,Individual,,,,,Ward 8,No,ANC 8B,PSA 703,Tract 74.06,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85385279,-76.98741958&cbp=11,174.030486340094,,0,2.09",287057,401091.98,131782.65,38.85385279,-76.98741958,1,03SEP15:17:34:41,,,NL000389,5 - Other Subsidized Property,No,No,No,No
NL000390,Active,Yes,No,No,1836 Central Place NE,1836 Central Place NE,Washington,DC,20002,,12,12,,,Individual,,Individual,,,,,Ward 5,No,ANC 5D,PSA 505,Tract 88.03,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20040810/QA115233.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91249683,-76.98582164&cbp=11,231.09765483104,,0,2.09",54991,401229.67,138292.61,38.91249683,-76.98582164,1,03SEP15:17:34:41,,,NL000390,5 - Other Subsidized Property,No,No,No,No
NL000391,Active,Yes,No,No,4540 Benning Rd SE,4540 Benning Road SE,Washington,DC,20019,,13,13,,,Individual,,Individual,,,,,Ward 7,No,ANC 7E,PSA 604,Tract 99.06,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20041004/Q4132021.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8885262,-76.93663187&cbp=11,66.5977835982044,,0,2.09",19737,405497.68,135633.49,38.8885262,-76.93663187,1,03SEP15:17:34:41,,,NL000391,5 - Other Subsidized Property,No,No,No,No
NL000392,Active,Yes,No,No,4180 Livingston Rd SE (Salihi Halefizullah),4180 Livingston Road SE,Washington,DC,20032,,11,11,,,Individual,,Individual,,,,,Ward 8,No,ANC 8D,PSA 708,Tract 98.10,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041013/OD141046.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.82917036,-77.0032711&cbp=11,139.51449926742,,0,2.09",25803,399715.97,129042.66,38.82917036,-77.0032711,1,03SEP15:17:34:41,,,NL000392,5 - Other Subsidized Property,No,No,No,No
NL000393,Active,Yes,No,No,1820 California St Cooperative,1820 California Street NW,Washington,DC,20009,,46,46,,,Individual,,Individual,,,,,Ward 1,No,ANC 1C,PSA 303,Tract 40.02,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20041006/O6083034.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91758493,-77.04242337&cbp=11,188.723070267717,,0,2.09",235557,396320.94,138858.19,38.91758493,-77.04242337,1,03SEP15:17:34:41,,,NL000393,5 - Other Subsidized Property,No,No,No,No
NL000394,Inactive,No,No,No,1204 Talbert St SE,1204 Talbert Street SE,Washington,DC,20020,,,,,,Individual,"FM Properties, Inc. (Felton & Brian MaGee)",,,,,,Ward 8,No,ANC 8A,PSA 703,Tract 74.07,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20040822/DM085538.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.862729,-76.9918521&cbp=11,53.2274447229161,,0,2.09",71982,400707.15,132767.93,38.862729,-76.9918521,1,03SEP15:17:34:41,,,NL000394,6 - Lost Rental,No,No,Yes,No
NL000395,Active,Yes,Yes,No,Wayne Place Apts (Sr Management),128 Wayne Place SE,Washington,DC,20032,,53,56,,,Individual,,Individual,01/01/2006,01/01/2006,01/01/2036,01/01/2036,Ward 8,No,ANC 8C,PSA 707,Tract 98.03,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041013/OD125534.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83543911,-77.00498351&cbp=11,40.0537115603893,,0,2.09",149886,399567.32,129738.54,38.83543911,-77.00498351,1,03SEP15:17:34:41,,,NL000395,5 - Other Subsidized Property,No,No,No,No
NL000396,Active,Yes,No,No,5024 H St SE,5024 H Street SE,Washington,DC,20019,,,,,,Individual,,Individual,,,,,Ward 7,No,ANC 7E,PSA 604,Tract 77.07,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20040826/DQ084924.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87876573,-76.93050475&cbp=11,13.2233882835558,,0,2.09",14767,406030.08,134550.39,38.87876573,-76.93050475,1,03SEP15:17:34:41,,,NL000396,5 - Other Subsidized Property,No,No,No,No
NL000397,Active,Yes,No,No,Anna Cooper House,1338 R Street NW,Washington,DC,20009,,50,50,,So Others May Eat (SOME),,,Individual,,,,,Ward 2,No,ANC 2F,PSA 307,Tract 50.01,Cluster 7,"Shaw, Logan Circle",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040803/Q3092031.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91236859,-77.03115054&cbp=11,189.58806585981,,0,2.09",242888,397298.35,138278.74,38.91236859,-77.03115054,1,03SEP15:17:34:41,,,NL000397,5 - Other Subsidized Property,No,No,No,No
NL000398,Active,Yes,No,No,Christ House (Kairos House),2544 17th Street NW,Washington,DC,20009,,37,37,,,Individual,,Individual,,,,,Ward 1,No,ANC 1C,PSA 303,Tract 38,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040922/DM122138.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92425232,-77.03940235&cbp=11,267.697025650956,,0,2.09",235735,396583.25,139598.21,38.92425232,-77.03940235,1,03SEP15:17:34:41,,,NL000398,5 - Other Subsidized Property,No,No,No,No
NL000399,Active,Yes,No,No,2824 Sherman Ave NW (Coalition For The Homeless),2824 Sherman Avenue NW,Washington,DC,20001,,37,37,,,Individual,,Individual,,,,,Ward 1,No,ANC 1B,PSA 304,Tract 35,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040901/D1085336.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92651028,-77.02616362&cbp=11,261.46064844165,,0,2.09",231742,397731.31,139848.45,38.92651028,-77.02616362,1,03SEP15:17:34:41,,,NL000399,5 - Other Subsidized Property,No,No,No,No
NL000400,Active,Yes,No,No,Willis Paul Greene Manor (Marshall Heights Community Dev),4425 Nannie Helen Burroughs Avenue NE,Washington,DC,20019,,40,40,,Marshall Heights Community Development,,,Individual,,,,,Ward 7,No,ANC 7C,PSA 602,Tract 78.04,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20040719/DJ100232.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89995677,-76.93802528&cbp=11,205.942607463421,,0,2.09",21578,405375.93,136902.29,38.89995677,-76.93802528,1,03SEP15:17:34:41,,,NL000400,5 - Other Subsidized Property,No,No,No,No
NL000401,Active,Yes,No,No,Jeremiah House (So Others Might Eat),2 18th Street SE,Washington,DC,20003,,52,52,,So Others Might Eat (SOME),,,Individual,,,,,Ward 6,No,ANC 6B,PSA 108,Tract 68.01,Cluster 26,"Capitol Hill, Lincoln Park",ZIP 20003,http://citizenatlas.dc.gov/mobilevideo/20040914/ME102444.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88952049,-76.9787864&cbp=11,89.4816799194585,,0,2.09",53210,401840.42,135742.17,38.88952049,-76.9787864,1,03SEP15:17:34:41,,,NL000401,5 - Other Subsidized Property,No,No,No,No
NL000402,Active,Yes,No,No,DMH - Social Services Properties,2008 3rd Street NE,Washington,DC,20002,,11,11,,,Individual,,Individual,,,,,Ward 5,No,ANC 5E,PSA 502,Tract 87.02,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20040810/QA073917.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91747694,-77.00227795&cbp=11,261.169100671721,,0,2.09",53058,399802.45,138845.35,38.91747694,-77.00227795,1,03SEP15:17:34:41,,,NL000402,5 - Other Subsidized Property,No,No,No,No
NL000403,Active,Yes,No,No,DMH - Community Connection,1605 North Carolina Avenue NE,Washington,DC,20002,,12,12,,,Individual,,Individual,,,,,Ward 6,No,ANC 6A,PSA 108,Tract 80.02,Cluster 25,"NoMa, Union Station, Stanton Park, Kingman Park",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20040831/MV085706.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89293409,-76.98176029&cbp=11,147.587382962444,,0,2.09",60315,401582.34,136121.05,38.89293409,-76.98176029,1,03SEP15:17:34:41,,,NL000403,5 - Other Subsidized Property,No,No,No,No
NL000404,Active,Yes,No,No,5030 First St NW,5030 1st Street NW,Washington,DC,20011,,12,12,,,Individual,,Individual,,,,,Ward 4,No,ANC 4D,PSA 407,Tract 22.02,Cluster 19,"Lamond Riggs, Queens Chapel, Fort Totten, Pleasant Hill",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040720/MK113631.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95164933,-77.01206642&cbp=11,302.76808934216,,0,2.09",243585,398954.07,142638.85,38.95164933,-77.01206642,1,03SEP15:17:34:41,,,NL000404,5 - Other Subsidized Property,No,No,No,No
NL000405,Active,Yes,No,No,501 32nd St,501 32nd Street SE,Washington,DC,20019,,4,4,,,Individual,,Individual,,,,,Ward 7,No,ANC 7B,PSA 603,Tract 77.08,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20041010/QA131853.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88262363,-76.96163971&cbp=11,252.03817928741,,0,2.09",15220,403328.33,134977.05,38.88262363,-76.96163971,1,03SEP15:17:34:41,,,NL000405,5 - Other Subsidized Property,No,No,No,No
NL000407,Active,Yes,No,No,Four Walls Development,1827 Good Hope Road SE,Washington,DC,20020,,15,15,,,Individual,,Individual,,,,,Ward 8,No,ANC 8A,PSA 701,Tract 75.04,Cluster 28,Historic Anacostia,ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86537845,-76.97878551&cbp=11,199.97871695659,,0,2.09",148116,401841.12,133062.22,38.86537845,-76.97878551,1,03SEP15:17:34:41,,,NL000407,5 - Other Subsidized Property,No,No,No,No
NL000408,Active,Yes,No,No,5311 8th St NW,5311 8th Street NW,Washington,DC,20011,,10,10,,,Individual,,Individual,,,,,Ward 4,No,ANC 4D,PSA 403,Tract 21.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040722/MM094423.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95465983,-77.02367526&cbp=11,83.9876204559687,,0,2.09",250242,397947.89,142973.24,38.95465983,-77.02367526,1,03SEP15:17:34:41,,,NL000408,5 - Other Subsidized Property,No,No,No,No
